url,title,price
https://shopee.co.th/user/purchase/order/133075213288880,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/133075213288880,รวมการสั่งซื้อ,924.0
https://shopee.co.th/user/purchase/order/133608117219831,รวมค่าสินค้า,1160.0
https://shopee.co.th/user/purchase/order/133608117219831,ค่าจัดส่ง,42.0
https://shopee.co.th/user/purchase/order/133608117219831,รวมการสั่งซื้อ,1202.0
https://shopee.co.th/user/purchase/order/133608117219830,รวมค่าสินค้า,198.0
https://shopee.co.th/user/purchase/order/133608117219830,ค่าจัดส่ง,45.0
https://shopee.co.th/user/purchase/order/133608117219830,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/133608117219830,รวมการสั่งซื้อ,213.0
https://shopee.co.th/user/purchase/order/133608117219832,รวมค่าสินค้า,1875.0
https://shopee.co.th/user/purchase/order/133608117219832,ค่าจัดส่ง,29.0
https://shopee.co.th/user/purchase/order/133608117219832,ส่วนลดค่าจัดส่ง,-29.0
https://shopee.co.th/user/purchase/order/133608117219832,ใช้โค้ดส่วนลดของร้านค้า,-20.0
https://shopee.co.th/user/purchase/order/133608117219832,รวมการสั่งซื้อ,1855.0
https://shopee.co.th/user/purchase/order/133863610263706,รวมค่าสินค้า,345.0
https://shopee.co.th/user/purchase/order/133863610263706,ค่าจัดส่ง,104.0
https://shopee.co.th/user/purchase/order/133863610263706,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/133863610263706,รวมการสั่งซื้อ,419.0
https://shopee.co.th/user/purchase/order/133863610263708,รวมค่าสินค้า,1245.0
https://shopee.co.th/user/purchase/order/133863610263708,ค่าจัดส่ง,79.0
https://shopee.co.th/user/purchase/order/133863610263708,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/133863610263708,รวมการสั่งซื้อ,1294.0
https://shopee.co.th/user/purchase/order/134472270238428,รวมค่าสินค้า,1080.0
https://shopee.co.th/user/purchase/order/134472270238428,ค่าจัดส่ง,48.0
https://shopee.co.th/user/purchase/order/134472270238428,รวมการสั่งซื้อ,1128.0
https://shopee.co.th/user/purchase/order/133863610263707,รวมค่าสินค้า,2690.0
https://shopee.co.th/user/purchase/order/133863610263707,ค่าจัดส่ง,104.0
https://shopee.co.th/user/purchase/order/133863610263707,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/133863610263707,รวมการสั่งซื้อ,2764.0
https://shopee.co.th/user/purchase/order/134472270238425,รวมค่าสินค้า,1170.0
https://shopee.co.th/user/purchase/order/134472270238425,ค่าจัดส่ง,36.0
https://shopee.co.th/user/purchase/order/134472270238425,รวมการสั่งซื้อ,1206.0
https://shopee.co.th/user/purchase/order/134472270238426,รวมค่าสินค้า,1320.0
https://shopee.co.th/user/purchase/order/134472270238426,ค่าจัดส่ง,104.0
https://shopee.co.th/user/purchase/order/134472270238426,รวมการสั่งซื้อ,1424.0
https://shopee.co.th/user/purchase/order/138533709283211,รวมค่าสินค้า,2780.0
https://shopee.co.th/user/purchase/order/138533709283211,ค่าจัดส่ง,64.0
https://shopee.co.th/user/purchase/order/138533709283211,ส่วนลดค่าจัดส่ง,-30.0
https://shopee.co.th/user/purchase/order/138533709283211,ใช้โค้ดส่วนลดของร้านค้า,-30.0
https://shopee.co.th/user/purchase/order/138533709283211,รวมการสั่งซื้อ,2784.0
https://shopee.co.th/user/purchase/order/134472270238429,รวมค่าสินค้า,1320.0
https://shopee.co.th/user/purchase/order/134472270238429,ค่าจัดส่ง,104.0
https://shopee.co.th/user/purchase/order/134472270238429,รวมการสั่งซื้อ,1424.0
https://shopee.co.th/user/purchase/order/134472270238429,รวมค่าสินค้า,1320.0
https://shopee.co.th/user/purchase/order/134472270238429,ค่าจัดส่ง,104.0
https://shopee.co.th/user/purchase/order/134472270238429,รวมการสั่งซื้อ,1424.0
https://shopee.co.th/user/purchase/order/134472270238427,รวมค่าสินค้า,3024.0
https://shopee.co.th/user/purchase/order/134472270238427,ค่าจัดส่ง,134.0
https://shopee.co.th/user/purchase/order/134472270238427,รวมการสั่งซื้อ,3158.0
https://shopee.co.th/user/purchase/order/134472270238432,รวมค่าสินค้า,266.0
https://shopee.co.th/user/purchase/order/134472270238432,ค่าจัดส่ง,45.0
https://shopee.co.th/user/purchase/order/134472270238432,รวมการสั่งซื้อ,311.0
https://shopee.co.th/user/purchase/order/134472270238431,รวมค่าสินค้า,350.0
https://shopee.co.th/user/purchase/order/134472270238431,ค่าจัดส่ง,45.0
https://shopee.co.th/user/purchase/order/134472270238431,รวมการสั่งซื้อ,395.0
https://shopee.co.th/user/purchase/order/134472270238430,รวมค่าสินค้า,990.0
https://shopee.co.th/user/purchase/order/134472270238430,ค่าจัดส่ง,104.0
https://shopee.co.th/user/purchase/order/134472270238430,รวมการสั่งซื้อ,1094.0
https://shopee.co.th/user/purchase/order/136803961277653,รวมค่าสินค้า,760.0
